TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,Churn,FavoriteCategory,Customer ID
99,3964.063635373649,Silver,2023-12-06,0.0,Pet Supplies,16900
35,3111.8443514379856,Silver,2023-08-29,1.0,Furniture,11716
104,10358.481125884784,Platinum,2023-12-12,0.0,Electronics,10239
100,13169.576260952772,Platinum,2023-10-12,0.0,Pet Supplies,19636
65,5452.530393039868,Gold,2023-11-30,0.0,Electronics,12628
44,810.8450081274996,Bronze,2023-05-12,1.0,Sports and Outdoors,16137
36,12427.854466289917,Platinum,2023-11-23,0.0,Sports and Outdoors,16077
6,1046.3615427856428,Silver,2023-07-30,1.0,Pet Supplies,18351
60,7664.863682933686,Gold,2023-11-15,0.0,Clothing,12141
99,162.12918787241153,Bronze,2023-07-03,1.0,Beauty,14542
48,11991.435544627471,Platinum,2023-11-09,0.0,Home and Kitchen,11610
64,1124.1865940691446,Silver,2023-08-18,1.0,Home and Kitchen,14037
10,4455.645497684182,Silver,,1.0,Grocery,11836
78,6015.9655058997605,Gold,2023-11-12,0.0,Home and Kitchen,11742
70,9882.100386188702,Gold,2023-11-12,0.0,Grocery,12883
48,5016.324218435222,Gold,2023-07-04,1.0,Health & Personal Care,13982
46,12021.127873556805,Platinum,2023-01-25,1.0,Beauty,19850
31,7600.19011548904,Gold,2023-09-16,1.0,Beauty,10288
66,1828.993536004411,Silver,2023-06-13,1.0,Beauty,15181
22,4021.4350979189676,Silver,2023-12-30,0.0,Furniture,14846
98,2287.7023946184245,Silver,2023-12-05,0.0,Office Products,16917
77,3080.3548572056757,Silver,2023-11-28,0.0,Pet Supplies,17588
81,10371.183328597454,Platinum,2023-04-21,1.0,Grocery,16002
103,10093.860076870702,Platinum,2023-11-05,0.0,Sports and Outdoors,10220
97,7446.034728567999,Gold,2023-12-18,0.0,Sports and Outdoors,19305
7,3877.5483169959643,Silver,2023-08-07,1.0,Health & Personal Care,15879
16,1077.3026043926957,Silver,2023-12-02,0.0,Beauty,15776
49,10375.410025364366,Platinum,2023-12-28,0.0,Health & Personal Care,17624
87,6764.671205012122,Gold,2023-12-15,0.0,Clothing,18231
82,9964.780627264057,Gold,2023-06-18,1.0,Beauty,17661
48,502.62736100380886,Bronze,2023-05-16,1.0,Clothing,17850
18,9133.021771377178,Gold,2023-11-07,0.0,Sports and Outdoors,17911
51,4021.5634279124597,Silver,2023-12-27,0.0,Pet Supplies,13508
97,2726.794206714412,Silver,2023-07-28,1.0,Electronics,12200
84,13050.611642651895,Platinum,2023-11-07,0.0,Furniture,10668
101,8507.344217074906,Gold,2023-11-08,0.0,Grocery,16049
22,2058.08860584299,Silver,2023-07-07,1.0,Office Products,19277
39,689.0552204027515,Bronze,2023-06-27,1.0,Office Products,11403
30,2496.136382364632,Silver,2023-11-08,0.0,Health & Personal Care,10031
78,2360.528487163053,Silver,2023-06-02,1.0,Sports and Outdoors,11615
97,11296.292470370976,Platinum,2023-12-23,0.0,Beauty,11918
92,5409.875330273995,Gold,2023-07-11,1.0,Office Products,18455
97,9544.296328768012,Gold,2023-11-26,0.0,Home and Kitchen,14366
88,6795.9018812608965,Gold,2023-12-24,0.0,Office Products,11437
35,2006.7170546066234,Silver,2023-05-23,1.0,Furniture,19274
12,7165.744770530738,Gold,2023-11-08,0.0,Sports and Outdoors,13323
85,3323.484132166573,Silver,2023-04-30,1.0,Beauty,15599
79,4750.963187109745,Silver,2023-06-21,1.0,Pet Supplies,13131
84,4671.367551330333,Silver,2023-04-16,1.0,Furniture,11685
9,728.7458472650845,Bronze,,1.0,Home and Kitchen,17357
60,5225.74233103009,Gold,2023-12-01,0.0,Health & Personal Care,10103
53,4157.93605291565,Silver,2023-11-02,0.0,Pet Supplies,14389
49,2738.8620573426037,Silver,2023-07-25,1.0,Home and Kitchen,18094
1,1489.0928306892986,Silver,2023-12-23,0.0,Furniture,10852
104,1721.7233253647735,Silver,2023-12-23,0.0,Home and Kitchen,15587
33,552.7155988885919,Bronze,2023-10-09,0.0,Sports and Outdoors,11947
73,7875.474467414224,Gold,2023-11-10,0.0,Home and Kitchen,18491
67,4957.765909181424,Silver,2023-06-17,1.0,Clothing,13278
27,8258.846790937941,Gold,2023-11-22,0.0,Office Products,14495
4,4260.395295701538,Silver,2023-11-11,0.0,Sports and Outdoors,17860
68,11433.86911715528,Platinum,2023-11-20,0.0,Electronics,18636
23,8107.977557628414,Gold,2023-12-10,0.0,Health & Personal Care,17612
47,12084.015395320414,Platinum,2023-11-18,0.0,Home and Kitchen,13434
23,10851.52423639704,Platinum,2023-11-27,,Grocery,10050
73,5466.289771110384,Gold,2023-11-11,0.0,Pet Supplies,17507
85,9920.589887783954,Gold,2023-06-01,1.0,Beauty,12175
101,1395.0779372949105,Silver,2023-05-09,1.0,Furniture,15932
46,9537.330267726056,Gold,2023-12-16,0.0,Health & Personal Care,18601
40,9309.501098797591,Gold,2023-03-27,1.0,Clothing,14133
45,12645.502049184925,Platinum,2023-11-22,0.0,Home and Kitchen,10338
65,3149.659718965757,Silver,2023-04-23,1.0,Pet Supplies,18660
59,12652.042030491155,Platinum,,0.0,Beauty,12649
76,6677.081501476662,Gold,2023-07-16,1.0,Electronics,16532
15,1838.0556098280997,Silver,2023-05-12,1.0,Health & Personal Care,11758
62,3413.356625996318,Silver,2023-11-18,0.0,Home and Kitchen,18415
9,8396.250692094913,Gold,2023-02-18,1.0,Electronics,19753
90,8743.412824722282,Gold,2023-03-23,1.0,Furniture,19769
98,6169.522994645372,Gold,2023-12-24,0.0,Office Products,15410
18,1017.3851573703428,Silver,2023-02-06,1.0,Health & Personal Care,14984
37,11002.747982723447,Platinum,2023-12-25,0.0,Office Products,10808
59,3183.6316528922302,Silver,2023-07-06,1.0,Grocery,10355
85,9437.965192281321,Gold,2023-11-10,0.0,Clothing,13869
24,193.49564287484574,Bronze,2023-05-22,1.0,Beauty,14349
85,12004.749797813854,Platinum,2023-12-11,0.0,Electronics,16560
82,10049.167255104376,Platinum,,0.0,Electronics,13608
36,7679.466378565521,Gold,2023-11-18,0.0,Furniture,17682
17,4621.440158281357,Silver,2023-01-25,1.0,Health & Personal Care,17782
42,9177.774289971218,Gold,2023-12-02,0.0,Office Products,13205
87,4463.247139168853,Silver,2023-01-28,1.0,Office Products,17964
51,4004.251441151487,Silver,2023-12-25,0.0,Office Products,16800
28,3915.8469757693433,Silver,2023-10-06,0.0,Electronics,18158
56,2728.328398313944,Silver,2023-12-31,0.0,Pet Supplies,11378
70,4073.852873086583,Silver,2023-11-14,0.0,Office Products,17401
57,12632.966261570878,Platinum,2023-12-24,0.0,Home and Kitchen,12659
45,3951.1175897364137,Silver,2023-08-30,1.0,Electronics,19972
88,6620.726892061908,Gold,2023-12-04,0.0,Electronics,18360
4,2895.9936636311672,Silver,2023-06-28,1.0,Sports and Outdoors,17778
92,9310.938335974368,Gold,2023-11-19,0.0,Health & Personal Care,11235
65,2910.218209850024,Silver,2023-06-14,1.0,Furniture,16173
17,12195.3331275265,Platinum,2023-12-23,0.0,Home and Kitchen,19383
40,8179.61232042597,Gold,2023-11-25,0.0,Grocery,10277
103,11802.698644747943,Platinum,2023-12-19,0.0,Electronics,16980
11,5426.454132592379,Gold,,0.0,Pet Supplies,14203
73,10727.030329032257,Platinum,2023-12-26,0.0,Office Products,19288
21,6423.016707109689,Gold,2023-12-04,0.0,Home and Kitchen,15417
97,8817.05872192758,Gold,,0.0,Electronics,13798
94,5632.877882573294,Gold,2023-10-26,0.0,Office Products,13225
15,2892.4412020505824,Silver,2023-01-07,1.0,Pet Supplies,15666
59,3489.5449604344594,Silver,2023-11-15,0.0,Beauty,19421
37,1179.3172269424542,Silver,2023-12-08,0.0,Beauty,15246
24,8183.799602154735,Gold,2023-12-17,0.0,Pet Supplies,14297
40,5054.245238878138,Gold,2023-11-25,0.0,Clothing,14810
32,4389.277294472507,Silver,2023-10-01,0.0,Electronics,11206
11,11147.91369575194,Platinum,2023-12-08,0.0,Pet Supplies,11727
22,11588.030400906327,Platinum,2023-11-03,0.0,Beauty,17466
24,11177.057000834091,Platinum,2023-12-12,0.0,Health & Personal Care,10101
4,8140.082247001413,Gold,2023-11-05,0.0,Beauty,17143
20,9230.47820714568,Gold,2023-12-08,,Beauty,10191
31,4549.196312501975,Silver,2023-02-05,1.0,Clothing,11238
9,1683.3764834888502,Silver,2023-10-15,0.0,Pet Supplies,11991
52,4412.454458877433,Silver,2023-04-06,1.0,Sports and Outdoors,14569
34,967.5191698492449,Bronze,2023-12-30,0.0,Grocery,12123
54,7180.1081392401675,Gold,2023-12-19,,Health & Personal Care,12251
55,10106.446629327864,Platinum,2023-12-10,0.0,Pet Supplies,19876
61,3677.3062390261593,Silver,2023-03-24,1.0,Sports and Outdoors,17504
102,6580.76510851512,Gold,2023-11-28,0.0,Electronics,10749
80,7432.672808326777,Gold,,0.0,Electronics,15213
24,12283.22097198419,Platinum,2023-11-09,0.0,Home and Kitchen,16034
96,794.2043485945876,Bronze,2023-01-24,1.0,Home and Kitchen,16782
84,13261.973441546439,Platinum,2023-11-01,0.0,Sports and Outdoors,11760
75,9972.364185048551,Gold,2023-03-21,1.0,Office Products,16504
46,9057.102443429618,Gold,2023-07-29,1.0,Electronics,19130
29,13246.9163495087,Platinum,2023-08-16,1.0,Health & Personal Care,17751
24,427.26218779302684,Bronze,2023-06-19,1.0,Clothing,17763
88,1042.0160276699646,Silver,2023-03-11,1.0,Furniture,14483
91,3378.5830863423766,Silver,2023-09-26,1.0,Health & Personal Care,11745
79,13201.782016323641,Platinum,,0.0,Home and Kitchen,11983
34,10477.36687932363,Platinum,2023-11-09,,Clothing,12765
19,3337.8355452226656,Silver,2023-05-27,1.0,Office Products,17096
9,10054.679669519683,Platinum,2023-12-11,0.0,Clothing,13954
8,2268.3950620257247,Silver,2023-10-08,0.0,Pet Supplies,18357
75,535.0362661808628,Bronze,2023-03-27,1.0,Sports and Outdoors,12065
81,9949.390506994017,Gold,2023-08-12,1.0,Pet Supplies,15570
46,2827.369338395276,Silver,2023-04-19,1.0,Clothing,10728
68,2595.1467764452564,Silver,2023-08-06,1.0,Sports and Outdoors,13946
95,9156.094083640484,Gold,2023-12-01,0.0,Clothing,14912
3,6691.9197869886675,Gold,2023-12-04,0.0,Health & Personal Care,14362
10,3709.1172864944224,Silver,2023-12-19,0.0,Electronics,16555
50,12167.557649571028,Platinum,2023-04-27,1.0,Sports and Outdoors,15035
6,6195.828181301403,Gold,2023-07-26,1.0,Health & Personal Care,19634
27,7927.354634808869,Gold,2023-11-22,0.0,Health & Personal Care,12926
63,5157.176466477563,Gold,2023-12-01,0.0,Home and Kitchen,12721
100,4768.063085351966,Silver,2023-10-12,0.0,Grocery,19615
95,9491.422044961268,Gold,2023-12-23,0.0,Furniture,19313
63,559.9220153502833,Bronze,2023-01-11,1.0,Grocery,15085
29,3693.079277158803,Silver,2023-10-14,0.0,Grocery,10635
65,7419.677026979654,Gold,2023-11-21,,Electronics,16591
101,5488.5602366626135,Gold,2023-11-08,0.0,Beauty,12680
70,5826.530717125711,Gold,2023-12-13,0.0,Pet Supplies,17595
71,660.3580250397505,Bronze,2023-09-09,1.0,Home and Kitchen,19430
25,5720.954949220368,Gold,2023-12-28,0.0,Electronics,18967
1,1930.8753337385888,Silver,2023-07-06,,Grocery,19439
23,10732.29576005415,Platinum,2023-12-24,0.0,Sports and Outdoors,10363
81,4930.714084935616,Silver,2023-07-01,1.0,Health & Personal Care,18005
68,8596.329937094384,Gold,2023-11-15,0.0,Health & Personal Care,16257
32,6261.384405385927,Gold,,0.0,Office Products,18995
97,13219.378105584177,Platinum,2023-12-27,0.0,Pet Supplies,14326
101,8914.27085112537,Gold,2023-12-31,0.0,Grocery,10518
30,394.5990289143155,Bronze,2023-06-11,1.0,Sports and Outdoors,15616
48,6131.378413259916,Gold,2023-11-20,0.0,Clothing,11102
89,7259.2525726239965,Gold,2023-11-03,0.0,Office Products,14409
65,1464.4413669360629,Silver,2023-11-16,0.0,Grocery,15906
6,10604.221372777121,Platinum,2023-12-16,0.0,Pet Supplies,16984
29,10174.229514539467,Platinum,2023-09-12,1.0,Electronics,11188
77,13000.599835552102,Platinum,2023-11-06,0.0,Office Products,19269
35,4621.513754025783,Silver,2023-09-04,1.0,Pet Supplies,10384
67,9141.74674080107,Gold,2023-12-18,0.0,Health & Personal Care,14084
72,9365.781597498348,Gold,2023-12-08,0.0,Furniture,12900
29,7586.314385209518,Gold,2023-12-22,0.0,Grocery,19302
100,1307.3948382634462,Silver,2023-10-26,0.0,Grocery,13386
55,2806.1930884322296,Silver,2023-01-17,1.0,Sports and Outdoors,11943
37,4110.96341918024,Silver,2023-10-19,0.0,Health & Personal Care,14869
82,2177.3466486794255,Silver,2023-06-23,1.0,Furniture,19319
78,881.6106813044009,Bronze,2023-09-20,1.0,Pet Supplies,11025
28,12901.816844928295,Platinum,2023-11-21,0.0,Furniture,19108
17,8436.50631289893,Gold,2023-12-22,0.0,Grocery,12853
78,5077.81546832549,Gold,2023-08-30,1.0,Pet Supplies,18692
60,5926.769826699303,Gold,2023-11-14,0.0,Health & Personal Care,14399
17,3334.0714889307915,Silver,2023-06-19,1.0,Sports and Outdoors,10172
52,6913.339572184385,Gold,2023-12-01,0.0,Grocery,19899
42,13078.690315478427,Platinum,2023-12-15,0.0,Sports and Outdoors,15547
79,13180.250551845224,Platinum,2023-12-24,0.0,Home and Kitchen,11152
57,171.78232265420857,Bronze,2023-04-21,1.0,Sports and Outdoors,17471
66,5570.713310264978,Gold,2023-12-19,,Pet Supplies,12723
103,6555.732060378705,Gold,,0.0,Health & Personal Care,16728
88,5505.1491901818035,Gold,2023-08-11,1.0,Beauty,10378
104,7889.461476230912,Gold,2023-11-10,0.0,Health & Personal Care,13473
25,2221.0236391853277,Silver,,,Health & Personal Care,16963
53,2959.232177565402,Silver,2023-08-10,1.0,Pet Supplies,18065
27,7039.053458682745,Gold,2023-12-07,0.0,Grocery,19096
94,10398.136742569333,Platinum,2023-12-14,0.0,Clothing,16854
79,8295.520072258794,Gold,2023-12-10,0.0,Beauty,19816
1,5909.147568128365,Gold,2023-11-07,0.0,Office Products,17073
96,9763.878962186996,Gold,,0.0,Health & Personal Care,19835
86,10696.92985396989,Platinum,2023-11-04,0.0,Grocery,16379
84,696.1258638787624,Bronze,2023-08-05,1.0,Grocery,19644
99,1721.960794107753,Silver,2023-10-23,0.0,Pet Supplies,16016
47,1520.2807696920434,Silver,,1.0,Office Products,16092
87,884.6248245994464,Bronze,2023-10-07,0.0,Furniture,18156
75,6548.115518803987,Gold,2023-01-10,1.0,Furniture,13482
75,1667.5995832359104,Silver,2023-01-05,1.0,Home and Kitchen,15253
51,9160.082627364385,Gold,2023-11-22,0.0,Grocery,16832
40,440.8004002235095,Bronze,2023-05-10,1.0,Pet Supplies,19973
68,6724.802635081128,Gold,2023-11-09,0.0,Office Products,14980
86,429.748007689471,Bronze,2023-08-10,1.0,Grocery,19897
20,5324.402299947511,Gold,2023-12-13,0.0,Office Products,18118
89,10344.718171038348,Platinum,2023-12-23,0.0,Home and Kitchen,15739
3,9435.60111647124,Gold,2023-11-28,0.0,Furniture,10290
68,4702.36416766889,Silver,2023-11-18,0.0,Home and Kitchen,17178
96,10716.06237103488,Platinum,2023-01-18,1.0,Sports and Outdoors,14344
103,2842.9866752501894,Silver,,0.0,Grocery,17332
91,10992.220796404328,Platinum,2023-11-23,0.0,Office Products,10206
49,11328.684979782169,Platinum,2023-11-09,0.0,Electronics,16737
65,12096.955297772078,Platinum,,0.0,Pet Supplies,10622
71,10666.931643616299,Platinum,2023-12-06,0.0,Clothing,19356
8,8997.348307091184,Gold,2023-12-10,0.0,Pet Supplies,18684
10,4952.799312796338,Silver,2023-01-11,1.0,Home and Kitchen,19163
14,10742.53096711253,Platinum,2023-11-10,0.0,Grocery,16306
32,897.3900483795942,Bronze,2023-09-08,1.0,Health & Personal Care,13143
7,6603.343953268499,Gold,2023-11-29,0.0,Electronics,14345
48,13045.53506984356,Platinum,2023-03-14,1.0,Sports and Outdoors,14655
46,12513.384210513392,Platinum,2023-11-13,0.0,Grocery,14182
19,1548.019067314897,Silver,2023-06-21,1.0,Office Products,11507
72,8531.535049284734,Gold,2023-01-15,1.0,Furniture,17610
36,5106.006183630313,Gold,2023-11-03,0.0,Health & Personal Care,12056
55,2149.7173592320323,Silver,2023-07-22,1.0,Beauty,18552
87,572.7916543091139,Bronze,2023-07-13,1.0,Home and Kitchen,14295
32,13150.993499554641,Platinum,2023-11-24,0.0,Home and Kitchen,18431
39,2630.942033143175,Silver,2023-09-30,1.0,Health & Personal Care,19228
29,1115.5627752445505,Silver,,0.0,Furniture,16658
19,7074.629352088932,Gold,2023-11-23,0.0,Home and Kitchen,11217
50,3455.5052374501447,Silver,2023-11-04,0.0,Office Products,15816
47,8146.013615088012,Gold,2023-11-28,0.0,Clothing,18688
94,10770.026820557989,Platinum,2023-12-12,0.0,Office Products,19763
89,6872.749874178288,Gold,2023-12-26,0.0,Grocery,13949
103,761.5132309651658,Bronze,2023-10-13,0.0,Home and Kitchen,14486
62,462.3761141179175,Bronze,2023-01-19,1.0,Office Products,10430
78,4872.896127375773,Silver,2023-05-05,1.0,Sports and Outdoors,15188
80,4255.484530510004,Silver,2023-12-13,,Electronics,14336
74,10010.565229419703,Platinum,2023-11-09,0.0,Home and Kitchen,16497
62,6433.232185422988,Gold,2023-06-01,1.0,Home and Kitchen,19741
49,2211.8961386623214,Silver,2023-11-15,0.0,Beauty,13274
61,4693.837467818122,Silver,2023-06-08,1.0,Office Products,15935
99,12749.020830090669,Platinum,2023-03-13,1.0,Beauty,16217
9,343.8530517087469,Bronze,2023-02-11,1.0,Sports and Outdoors,10429
98,12348.19385247217,Platinum,2023-11-20,,Health & Personal Care,15277
51,7356.999129992963,Gold,2023-11-18,0.0,Home and Kitchen,17090
94,3542.718431222505,Silver,2023-04-02,1.0,Sports and Outdoors,11449
44,10223.832595156508,Platinum,2023-11-03,0.0,Furniture,19931
31,11085.826573938662,Platinum,2023-04-24,1.0,Home and Kitchen,18870
14,5267.514152230831,Gold,,1.0,Furniture,11261
72,3594.9234580805364,Silver,2023-06-28,1.0,Electronics,19327
12,3342.5784741769266,Silver,2023-09-20,1.0,Clothing,17186
90,6570.613651347548,Gold,2023-11-24,0.0,Furniture,13040
50,4814.886428352421,Silver,2023-08-19,1.0,Home and Kitchen,14193
80,9998.762599874064,Gold,,1.0,Health & Personal Care,19711
64,11723.694471496823,Platinum,2023-12-04,0.0,Sports and Outdoors,18448
85,3315.2361494146035,Silver,2023-02-03,1.0,Furniture,15987
67,8651.382676474423,Gold,2023-06-30,1.0,Office Products,16735
63,1802.2145638788356,Silver,2023-04-05,1.0,Grocery,15758
70,7927.543562001612,Gold,2023-11-09,0.0,Health & Personal Care,14030
33,3989.2232476791264,Silver,2023-11-13,0.0,Pet Supplies,16347
70,4681.863668778317,Silver,2023-05-21,1.0,Office Products,18627
97,12574.396181945498,Platinum,2023-11-06,0.0,Pet Supplies,18394
3,8180.039657618605,Gold,2023-12-14,0.0,Home and Kitchen,11209
6,4614.55288434565,Silver,2023-07-07,1.0,Electronics,16815
76,5083.175916655565,Gold,2023-11-28,0.0,Sports and Outdoors,17245
62,7117.795951336025,Gold,2023-11-08,0.0,Health & Personal Care,10632
16,619.6104811553563,Bronze,2023-01-22,1.0,Grocery,15837
55,7445.737142270349,Gold,2023-12-13,0.0,Beauty,11577
82,4490.6378487442435,Silver,2023-11-03,0.0,Pet Supplies,14977
17,5732.261809821298,Gold,2023-12-19,0.0,Furniture,17715
63,11787.751875446364,Platinum,2023-01-25,1.0,Home and Kitchen,10317
76,6580.204459055288,Gold,2023-12-17,0.0,Grocery,12695
44,1009.56611526845,Silver,2023-07-28,1.0,Beauty,10234
42,2826.5153552359966,Silver,2023-08-05,1.0,Home and Kitchen,18160
3,5892.052893647842,Gold,2023-11-23,0.0,Pet Supplies,17498
67,4227.492177152611,Silver,2023-09-08,1.0,Office Products,18768
4,12582.162865174718,Platinum,2023-12-16,0.0,Furniture,18886
97,10609.01214487665,Platinum,2023-11-07,0.0,Grocery,18970
62,7242.285659737273,Gold,2023-12-18,0.0,Health & Personal Care,11644
59,1988.9314383201583,Silver,2023-04-28,1.0,Health & Personal Care,11940
26,8380.896966648865,Gold,2023-10-07,0.0,Sports and Outdoors,18181
37,1452.6312234095865,Silver,2023-08-18,1.0,Health & Personal Care,16328
90,1022.0593096970035,Silver,2023-12-12,0.0,Furniture,10542
86,11176.85222239594,Platinum,2023-12-29,0.0,Beauty,10619
67,10757.345988562278,Platinum,2023-11-27,0.0,Health & Personal Care,12064
69,5165.887048800772,Gold,2023-12-06,0.0,Pet Supplies,18210
14,1658.9732962113837,Silver,2023-01-15,1.0,Clothing,18731
23,12814.986139337243,Platinum,2023-12-26,0.0,Home and Kitchen,19165
39,1143.3639889500776,Silver,2023-11-13,0.0,Electronics,10283
14,7214.110894314387,Gold,2023-12-05,0.0,Electronics,15663
13,9214.711845052441,Gold,2023-02-23,1.0,Office Products,19298
43,1272.375856045075,Silver,2023-05-21,1.0,Office Products,10067
92,12909.163099581887,Platinum,2023-12-26,0.0,Grocery,15793
81,4393.276734220897,Silver,2023-11-27,0.0,Clothing,15098
71,9677.882691198556,Gold,2023-12-20,0.0,Sports and Outdoors,18543
95,10460.569353202638,Platinum,2023-04-03,1.0,Grocery,18406
17,13044.726366176996,Platinum,2023-12-07,0.0,Grocery,12075
68,8389.055514958089,Gold,2023-12-25,0.0,Office Products,11233
93,12580.664129511375,Platinum,2023-07-12,1.0,Pet Supplies,16552
32,5555.44620029748,Gold,2023-11-24,0.0,Beauty,19208
61,4005.129463209293,Silver,,1.0,Sports and Outdoors,19207
100,12275.25108622813,Platinum,2023-12-14,0.0,Beauty,18019
64,12009.0627135038,Platinum,2023-11-23,0.0,Home and Kitchen,12872
23,11804.990852091354,Platinum,2023-12-04,0.0,Grocery,10660
82,1998.6732534619616,Silver,2023-10-05,0.0,Furniture,18676
25,9699.443511745538,Gold,,0.0,Clothing,10532
11,5320.050104432856,Gold,2023-12-15,0.0,Furniture,14603
70,7849.08285188276,Gold,,1.0,Office Products,10424
75,12867.414015391634,Platinum,2023-11-03,0.0,Home and Kitchen,15059
75,12312.029195160945,Platinum,2023-12-01,0.0,Furniture,18879
17,5789.077688973034,Gold,,1.0,Clothing,16447
47,4056.033853485939,Silver,2023-08-25,1.0,Pet Supplies,16302
22,3890.744401276828,Silver,2023-08-25,1.0,Furniture,13886
